m,TagName,
"2012-10-01 00:00:00","ruby","2253"
"2012-10-01 00:00:00","swift","4"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c","3181"
"2012-11-01 00:00:00","c#","12212"
"2012-11-01 00:00:00","c++","6259"
"2012-11-01 00:00:00","delphi","442"
"2012-11-01 00:00:00","go","103"
"2012-11-01 00:00:00","java","13565"
"2012-11-01 00:00:00","javascript","12313"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","php","11699"
"2012-11-01 00:00:00","python","6386"
"2012-11-01 00:00:00","r","1345"
"2012-11-01 00:00:00","ruby","2127"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","assembly","262"
"2012-12-01 00:00:00","c","2557"
"2012-12-01 00:00:00","c#","10939"
"2012-12-01 00:00:00","c++","5675"
"2012-12-01 00:00:00","delphi","428"
"2012-12-01 00:00:00","go","112"
"2012-12-01 00:00:00","java","12384"
"2012-12-01 00:00:00","javascript","11724"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","php","10988"
"2012-12-01 00:00:00","python","5739"
"2012-12-01 00:00:00","r","1211"
"2012-12-01 00:00:00","ruby","1902"
"2012-12-01 00:00:00","swift","4"
"2013-01-01 00:00:00","assembly","294"
"2013-01-01 00:00:00","c","2899"
"2013-01-01 00:00:00","c#","12731"
"2013-01-01 00:00:00","c++","6028"
"2013-01-01 00:00:00","delphi","480"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","java","13670"
"2013-01-01 00:00:00","javascript","13750"
"2013-01-01 00:00:00","perl","659"
"2013-01-01 00:00:00","php","12806"
"2013-01-01 00:00:00","python","6551"
"2013-01-01 00:00:00","r","1506"
"2013-01-01 00:00:00","ruby","2301"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c","3087"
"2013-02-01 00:00:00","c#","12468"
"2013-02-01 00:00:00","c++","6045"
"2013-02-01 00:00:00","delphi","447"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","java","13649"
"2013-02-01 00:00:00","javascript","13599"
"2013-02-01 00:00:00","perl","745"
"2013-02-01 00:00:00","php","12457"
"2013-02-01 00:00:00","python","6717"
"2013-02-01 00:00:00","r","1656"
"2013-02-01 00:00:00","ruby","2210"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","367"
"2013-03-01 00:00:00","c","3419"
"2013-03-01 00:00:00","c#","14210"
"2013-03-01 00:00:00","c++","7164"
"2013-03-01 00:00:00","delphi","524"
"2013-03-01 00:00:00","go","126"
"2013-03-01 00:00:00","java","15857"
"2013-03-01 00:00:00","javascript","15241"
"2013-03-01 00:00:00","perl","849"
"2013-03-01 00:00:00","php","14013"
"2013-03-01 00:00:00","python","7595"
"2013-03-01 00:00:00","r","1844"
"2013-03-01 00:00:00","ruby","2555"
"2013-03-01 00:00:00","swift","5"
"2013-04-01 00:00:00","assembly","331"
"2013-04-01 00:00:00","c","3516"
"2013-04-01 00:00:00","c#","13846"
"2013-04-01 00:00:00","c++","7096"
"2013-04-01 00:00:00","delphi","509"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","java","16161"
"2013-04-01 00:00:00","javascript","15264"
"2013-04-01 00:00:00","perl","837"
"2013-04-01 00:00:00","php","13300"
"2013-04-01 00:00:00","python","7905"
"2013-04-01 00:00:00","r","1832"
"2013-04-01 00:00:00","ruby","2457"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","301"
"2013-05-01 00:00:00","c","3184"
"2013-05-01 00:00:00","c#","13413"
"2013-05-01 00:00:00","c++","6808"
"2013-05-01 00:00:00","delphi","532"
"2013-05-01 00:00:00","go","141"
"2013-05-01 00:00:00","java","15203"
"2013-05-01 00:00:00","javascript","15000"
"2013-05-01 00:00:00","perl","901"
"2013-05-01 00:00:00","php","12988"
"2013-05-01 00:00:00","python","7785"
"2013-05-01 00:00:00","r","1777"
"2013-05-01 00:00:00","ruby","2335"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","292"
"2013-06-01 00:00:00","c","2924"
"2013-06-01 00:00:00","c#","12742"
"2013-06-01 00:00:00","c++","6175"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","go","175"
"2013-06-01 00:00:00","java","13862"
"2013-06-01 00:00:00","javascript","14546"
"2013-06-01 00:00:00","perl","826"
"2013-06-01 00:00:00","php","12624"
"2013-06-01 00:00:00","python","7574"
"2013-06-01 00:00:00","r","1771"
"2013-06-01 00:00:00","ruby","2219"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","296"
"2013-07-01 00:00:00","c","2996"
"2013-07-01 00:00:00","c#","14122"
"2013-07-01 00:00:00","c++","6565"
"2013-07-01 00:00:00","delphi","505"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","java","15115"
"2013-07-01 00:00:00","javascript","16749"
"2013-07-01 00:00:00","perl","950"
"2013-07-01 00:00:00","php","14232"
"2013-07-01 00:00:00","python","8587"
"2013-07-01 00:00:00","r","1960"
"2013-07-01 00:00:00","ruby","2433"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","210"
"2013-08-01 00:00:00","c","2997"
"2013-08-01 00:00:00","c#","13800"
"2013-08-01 00:00:00","c++","6231"
"2013-08-01 00:00:00","delphi","449"
"2013-08-01 00:00:00","go","207"
"2013-08-01 00:00:00","java","14987"
"2013-08-01 00:00:00","javascript","16769"
"2013-08-01 00:00:00","perl","831"
"2013-08-01 00:00:00","php","14205"
"2013-08-01 00:00:00","python","7922"
"2013-08-01 00:00:00","r","1913"
"2013-08-01 00:00:00","ruby","2475"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","290"
"2013-09-01 00:00:00","c","3374"
"2013-09-01 00:00:00","c#","13703"
"2013-09-01 00:00:00","c++","6519"
"2013-09-01 00:00:00","delphi","486"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","java","16186"
"2013-09-01 00:00:00","javascript","17616"
"2013-09-01 00:00:00","perl","682"
"2013-09-01 00:00:00","php","14138"
"2013-09-01 00:00:00","python","7937"
"2013-09-01 00:00:00","r","1708"
"2013-09-01 00:00:00","ruby","2383"
"2013-09-01 00:00:00","swift","9"
"2013-10-01 00:00:00","assembly","376"
"2013-10-01 00:00:00","c","4218"
"2013-10-01 00:00:00","c#","15137"
"2013-10-01 00:00:00","c++","7936"
"2013-10-01 00:00:00","delphi","519"
"2013-10-01 00:00:00","go","211"
"2013-10-01 00:00:00","java","18627"
"2013-10-01 00:00:00","javascript","19638"
"2013-10-01 00:00:00","perl","813"
"2013-10-01 00:00:00","php","15201"
"2013-10-01 00:00:00","python","9452"
"2013-10-01 00:00:00","r","2083"
"2013-10-01 00:00:00","ruby","2786"
"2013-10-01 00:00:00","swift","10"
"2013-11-01 00:00:00","assembly","417"
"2013-11-01 00:00:00","c","4257"
"2013-11-01 00:00:00","c#","14519"
"2013-11-01 00:00:00","c++","8091"
"2013-11-01 00:00:00","delphi","459"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18644"
"2013-11-01 00:00:00","javascript","18398"
"2013-11-01 00:00:00","perl","820"
"2013-11-01 00:00:00","php","14755"
"2013-11-01 00:00:00","python","9458"
"2013-11-01 00:00:00","r","2181"
"2013-11-01 00:00:00","ruby","2572"
"2013-11-01 00:00:00","swift","5"
"2013-12-01 00:00:00","assembly","356"
"2013-12-01 00:00:00","c","3487"
"2013-12-01 00:00:00","c#","13566"
"2013-12-01 00:00:00","c++","6977"
"2013-12-01 00:00:00","delphi","447"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","java","17360"
"2013-12-01 00:00:00","javascript","17942"
"2013-12-01 00:00:00","perl","761"
"2013-12-01 00:00:00","php","14302"
"2013-12-01 00:00:00","python","8414"
"2013-12-01 00:00:00","r","1904"
"2013-12-01 00:00:00","ruby","2434"
"2013-12-01 00:00:00","swift","11"
"2014-01-01 00:00:00","assembly","339"
"2014-01-01 00:00:00","c","3718"
"2014-01-01 00:00:00","c#","15269"
"2014-01-01 00:00:00","c++","7656"
"2014-01-01 00:00:00","delphi","490"
"2014-01-01 00:00:00","go","300"
"2014-01-01 00:00:00","java","18584"
"2014-01-01 00:00:00","javascript","21023"
"2014-01-01 00:00:00","perl","808"
"2014-01-01 00:00:00","php","16664"
"2014-01-01 00:00:00","python","9807"
"2014-01-01 00:00:00","r","2342"
"2014-01-01 00:00:00","ruby","2754"
"2014-01-01 00:00:00","swift","6"
"2014-02-01 00:00:00","assembly","373"
"2014-02-01 00:00:00","c","3959"
"2014-02-01 00:00:00","c#","15061"
"2014-02-01 00:00:00","c++","7639"
"2014-02-01 00:00:00","delphi","489"
"2014-02-01 00:00:00","go","204"
"2014-02-01 00:00:00","java","19132"
"2014-02-01 00:00:00","javascript","21058"
"2014-02-01 00:00:00","perl","788"
"2014-02-01 00:00:00","php","16395"
"2014-02-01 00:00:00","python","9863"
"2014-02-01 00:00:00","r","2614"
"2014-02-01 00:00:00","ruby","2593"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","450"
"2014-03-01 00:00:00","c","4539"
"2014-03-01 00:00:00","c#","16102"
"2014-03-01 00:00:00","c++","8641"
"2014-03-01 00:00:00","delphi","440"
"2014-03-01 00:00:00","go","254"
"2014-03-01 00:00:00","java","21863"
"2014-03-01 00:00:00","javascript","22546"
"2014-03-01 00:00:00","perl","907"
"2014-03-01 00:00:00","php","18184"
"2014-03-01 00:00:00","python","11384"
"2014-03-01 00:00:00","r","2795"
"2014-03-01 00:00:00","ruby","2944"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","361"
"2014-04-01 00:00:00","c","3983"
"2014-04-01 00:00:00","c#","15234"
"2014-04-01 00:00:00","c++","8103"
"2014-04-01 00:00:00","delphi","389"
"2014-04-01 00:00:00","go","340"
"2014-04-01 00:00:00","java","20746"
"2014-04-01 00:00:00","javascript","21314"
"2014-04-01 00:00:00","perl","820"
"2014-04-01 00:00:00","php","17498"
"2014-04-01 00:00:00","python","10707"
"2014-04-01 00:00:00","r","2728"
"2014-04-01 00:00:00","ruby","2740"
"2014-04-01 00:00:00","swift","4"
"2014-05-01 00:00:00","assembly","328"
"2014-05-01 00:00:00","c","3245"
"2014-05-01 00:00:00","c#","13828"
"2014-05-01 00:00:00","c++","6759"
"2014-05-01 00:00:00","delphi","468"
"2014-05-01 00:00:00","go","278"
"2014-05-01 00:00:00","java","17857"
"2014-05-01 00:00:00","javascript","19670"
"2014-05-01 00:00:00","perl","794"
"2014-05-01 00:00:00","php","14628"
"2014-05-01 00:00:00","python","9205"
"2014-05-01 00:00:00","r","2575"
"2014-05-01 00:00:00","ruby","2669"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","266"
"2014-06-01 00:00:00","c","2760"
"2014-06-01 00:00:00","c#","12434"
"2014-06-01 00:00:00","c++","5640"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","java","15830"
"2014-06-01 00:00:00","javascript","18206"
"2014-06-01 00:00:00","perl","675"
"2014-06-01 00:00:00","php","12890"
"2014-06-01 00:00:00","python","8885"
"2014-06-01 00:00:00","r","2395"
"2014-06-01 00:00:00","ruby","2329"
"2014-06-01 00:00:00","swift","2383"
"2014-07-01 00:00:00","assembly","215"
"2014-07-01 00:00:00","c","2821"
"2014-07-01 00:00:00","c#","13626"
"2014-07-01 00:00:00","c++","6252"
"2014-07-01 00:00:00","delphi","444"
"2014-07-01 00:00:00","go","450"
"2014-07-01 00:00:00","java","17295"
"2014-07-01 00:00:00","javascript","20034"
"2014-07-01 00:00:00","perl","732"
"2014-07-01 00:00:00","php","14189"
"2014-07-01 00:00:00","python","9887"
"2014-07-01 00:00:00","r","2631"
"2014-07-01 00:00:00","ruby","2551"
"2014-07-01 00:00:00","swift","1632"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c","2669"
"2014-08-01 00:00:00","c#","12450"
"2014-08-01 00:00:00","c++","5861"
"2014-08-01 00:00:00","delphi","423"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","java","15680"
"2014-08-01 00:00:00","javascript","18368"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","php","13125"
"2014-08-01 00:00:00","python","9092"
"2014-08-01 00:00:00","r","2468"
"2014-08-01 00:00:00","ruby","2458"
"2014-08-01 00:00:00","swift","1689"
"2014-09-01 00:00:00","assembly","280"
"2014-09-01 00:00:00","c","3222"
"2014-09-01 00:00:00","c#","12290"
"2014-09-01 00:00:00","c++","6165"
"2014-09-01 00:00:00","delphi","445"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","java","16620"
"2014-09-01 00:00:00","javascript","18043"
"2014-09-01 00:00:00","perl","679"
"2014-09-01 00:00:00","php","13280"
"2014-09-01 00:00:00","python","8753"
"2014-09-01 00:00:00","r","2357"
"2014-09-01 00:00:00","ruby","2266"
"2014-09-01 00:00:00","swift","1892"
"2014-10-01 00:00:00","assembly","392"
"2014-10-01 00:00:00","c","3791"
"2014-10-01 00:00:00","c#","12517"
"2014-10-01 00:00:00","c++","6813"
"2014-10-01 00:00:00","delphi","410"
"2014-10-01 00:00:00","go","380"
"2014-10-01 00:00:00","java","17826"
"2014-10-01 00:00:00","javascript","18842"
"2014-10-01 00:00:00","perl","639"
"2014-10-01 00:00:00","php","13506"
"2014-10-01 00:00:00","python","9552"
"2014-10-01 00:00:00","r","2765"
"2014-10-01 00:00:00","ruby","2339"
"2014-10-01 00:00:00","swift","2459"
"2014-11-01 00:00:00","assembly","387"
"2014-11-01 00:00:00","c","3653"
"2014-11-01 00:00:00","c#","11833"
"2014-11-01 00:00:00","c++","6537"
"2014-11-01 00:00:00","delphi","425"
"2014-11-01 00:00:00","go","336"
"2014-11-01 00:00:00","java","17774"
"2014-11-01 00:00:00","javascript","17911"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","php","12953"
"2014-11-01 00:00:00","python","9548"
"2014-11-01 00:00:00","r","2701"
"2014-11-01 00:00:00","ruby","2107"
"2014-11-01 00:00:00","swift","2549"
"2014-12-01 00:00:00","assembly","329"
"2014-12-01 00:00:00","c","3147"
"2014-12-01 00:00:00","c#","11051"
"2014-12-01 00:00:00","c++","6064"
"2014-12-01 00:00:00","delphi","313"
"2014-12-01 00:00:00","go","349"
"2014-12-01 00:00:00","java","16313"
"2014-12-01 00:00:00","javascript","16922"
"2014-12-01 00:00:00","perl","565"
"2014-12-01 00:00:00","php","12274"
"2014-12-01 00:00:00","python","9017"
"2014-12-01 00:00:00","r","2355"
"2014-12-01 00:00:00","ruby","2143"
"2014-12-01 00:00:00","swift","2479"
"2015-01-01 00:00:00","assembly","333"
"2015-01-01 00:00:00","c","3204"
"2015-01-01 00:00:00","c#","11713"
"2015-01-01 00:00:00","c++","6115"
"2015-01-01 00:00:00","delphi","379"
"2015-01-01 00:00:00","go","468"
"2015-01-01 00:00:00","java","16496"
"2015-01-01 00:00:00","javascript","18474"
"2015-01-01 00:00:00","perl","589"
"2015-01-01 00:00:00","php","13538"
"2015-01-01 00:00:00","python","9664"
"2015-01-01 00:00:00","r","2681"
"2015-01-01 00:00:00","ruby","2419"
"2015-01-01 00:00:00","swift","3044"
"2015-02-01 00:00:00","assembly","356"
"2015-02-01 00:00:00","c","3359"
"2015-02-01 00:00:00","c#","11768"
"2015-02-01 00:00:00","c++","6460"
"2015-02-01 00:00:00","delphi","414"
"2015-02-01 00:00:00","go","381"
"2015-02-01 00:00:00","java","16706"
"2015-02-01 00:00:00","javascript","18606"
"2015-02-01 00:00:00","perl","564"
"2015-02-01 00:00:00","php","13455"
"2015-02-01 00:00:00","python","10182"
"2015-02-01 00:00:00","r","2966"
"2015-02-01 00:00:00","ruby","2256"
"2015-02-01 00:00:00","swift","3229"
"2015-03-01 00:00:00","assembly","384"
"2015-03-01 00:00:00","c","3913"
"2015-03-01 00:00:00","c#","13237"
"2015-03-01 00:00:00","c++","7377"
"2015-03-01 00:00:00","delphi","409"
"2015-03-01 00:00:00","go","468"
"2015-03-01 00:00:00","java","19707"
"2015-03-01 00:00:00","javascript","20464"
"2015-03-01 00:00:00","perl","638"
"2015-03-01 00:00:00","php","14838"
"2015-03-01 00:00:00","python","11575"
"2015-03-01 00:00:00","r","3557"
"2015-03-01 00:00:00","ruby","2455"
"2015-03-01 00:00:00","swift","3586"
"2015-04-01 00:00:00","assembly","438"
"2015-04-01 00:00:00","c","3946"
"2015-04-01 00:00:00","c#","13058"
"2015-04-01 00:00:00","c++","7127"
"2015-04-01 00:00:00","delphi","388"
"2015-04-01 00:00:00","go","388"
"2015-04-01 00:00:00","java","19749"
"2015-04-01 00:00:00","javascript","20860"
"2015-04-01 00:00:00","perl","575"
"2015-04-01 00:00:00","php","14898"
"2015-04-01 00:00:00","python","11409"
"2015-04-01 00:00:00","r","3321"
"2015-04-01 00:00:00","ruby","2499"
"2015-04-01 00:00:00","swift","4005"
"2015-05-01 00:00:00","assembly","368"
"2015-05-01 00:00:00","c","3514"
"2015-05-01 00:00:00","c#","13335"
"2015-05-01 00:00:00","c++","6803"
"2015-05-01 00:00:00","delphi","400"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","java","18502"
"2015-05-01 00:00:00","javascript","22082"
"2015-05-01 00:00:00","perl","527"
"2015-05-01 00:00:00","php","14509"
"2015-05-01 00:00:00","python","11196"
"2015-05-01 00:00:00","r","3417"
"2015-05-01 00:00:00","ruby","2501"
"2015-05-01 00:00:00","swift","3786"
"2015-06-01 00:00:00","assembly","267"
"2015-06-01 00:00:00","c","3164"
"2015-06-01 00:00:00","c#","13503"
"2015-06-01 00:00:00","c++","6506"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","java","17805"
"2015-06-01 00:00:00","javascript","22556"
"2015-06-01 00:00:00","perl","570"
"2015-06-01 00:00:00","php","14300"
"2015-06-01 00:00:00","python","11775"
"2015-06-01 00:00:00","r","3419"
"2015-06-01 00:00:00","ruby","2572"
"2015-06-01 00:00:00","swift","4314"
"2015-07-01 00:00:00","assembly","260"
"2015-07-01 00:00:00","c","2807"
"2015-07-01 00:00:00","c#","14080"
"2015-07-01 00:00:00","c++","6694"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","go","465"
"2015-07-01 00:00:00","java","18638"
"2015-07-01 00:00:00","javascript","23894"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","php","15295"
"2015-07-01 00:00:00","python","12295"
"2015-07-01 00:00:00","r","3976"
"2015-07-01 00:00:00","ruby","2579"
"2015-07-01 00:00:00","swift","5136"
"2015-08-01 00:00:00","assembly","219"
"2015-08-01 00:00:00","c","2570"
"2015-08-01 00:00:00","c#","13205"
"2015-08-01 00:00:00","c++","5866"
"2015-08-01 00:00:00","delphi","386"
"2015-08-01 00:00:00","go","448"
"2015-08-01 00:00:00","java","17058"
"2015-08-01 00:00:00","javascript","22110"
"2015-08-01 00:00:00","perl","552"
"2015-08-01 00:00:00","php","14180"
"2015-08-01 00:00:00","python","11210"
"2015-08-01 00:00:00","r","3492"
"2015-08-01 00:00:00","ruby","2311"
"2015-08-01 00:00:00","swift","5075"
"2015-09-01 00:00:00","assembly","257"
"2015-09-01 00:00:00","c","3080"
"2015-09-01 00:00:00","c#","12908"
"2015-09-01 00:00:00","c++","5904"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","go","420"
"2015-09-01 00:00:00","java","16925"
"2015-09-01 00:00:00","javascript","21369"
"2015-09-01 00:00:00","perl","465"
"2015-09-01 00:00:00","php","13482"
"2015-09-01 00:00:00","python","10949"
"2015-09-01 00:00:00","r","3328"
"2015-09-01 00:00:00","ruby","2157"
"2015-09-01 00:00:00","swift","4544"
"2015-10-01 00:00:00","assembly","430"
"2015-10-01 00:00:00","c","3674"
"2015-10-01 00:00:00","c#","12786"
"2015-10-01 00:00:00","c++","7044"
"2015-10-01 00:00:00","delphi","421"
"2015-10-01 00:00:00","go","425"
"2015-10-01 00:00:00","java","18528"
"2015-10-01 00:00:00","javascript","21802"
"2015-10-01 00:00:00","perl","497"
"2015-10-01 00:00:00","php","13875"
"2015-10-01 00:00:00","python","12462"
"2015-10-01 00:00:00","r","3678"
"2015-10-01 00:00:00","ruby","2193"
"2015-10-01 00:00:00","swift","4293"
"2015-11-01 00:00:00","assembly","403"
"2015-11-01 00:00:00","c","3608"
"2015-11-01 00:00:00","c#","12367"
"2015-11-01 00:00:00","c++","7078"
"2015-11-01 00:00:00","delphi","388"
"2015-11-01 00:00:00","go","433"
"2015-11-01 00:00:00","java","17750"
"2015-11-01 00:00:00","javascript","21250"
"2015-11-01 00:00:00","perl","463"
"2015-11-01 00:00:00","php","13275"
"2015-11-01 00:00:00","python","12273"
"2015-11-01 00:00:00","r","3536"
"2015-11-01 00:00:00","ruby","1956"
"2015-11-01 00:00:00","swift","4313"
"2015-12-01 00:00:00","assembly","353"
"2015-12-01 00:00:00","c","3084"
"2015-12-01 00:00:00","c#","12130"
"2015-12-01 00:00:00","c++","6556"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","go","418"
"2015-12-01 00:00:00","java","16532"
"2015-12-01 00:00:00","javascript","21053"
"2015-12-01 00:00:00","perl","477"
"2015-12-01 00:00:00","php","13692"
"2015-12-01 00:00:00","python","11630"
"2015-12-01 00:00:00","r","3177"
"2015-12-01 00:00:00","ruby","2028"
"2015-12-01 00:00:00","swift","4368"
"2016-01-01 00:00:00","assembly","247"
"2016-01-01 00:00:00","c","3039"
"2016-01-01 00:00:00","c#","12348"
"2016-01-01 00:00:00","c++","6093"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","go","494"
"2016-01-01 00:00:00","java","16601"
"2016-01-01 00:00:00","javascript","22486"
"2016-01-01 00:00:00","perl","445"
"2016-01-01 00:00:00","php","14510"
"2016-01-01 00:00:00","python","12332"
"2016-01-01 00:00:00","r","3534"
"2016-01-01 00:00:00","ruby","2142"
"2016-01-01 00:00:00","swift","4778"
"2016-02-01 00:00:00","assembly","347"
"2016-02-01 00:00:00","c","3274"
"2016-02-01 00:00:00","c#","12717"
"2016-02-01 00:00:00","c++","6551"
"2016-02-01 00:00:00","delphi","355"
"2016-02-01 00:00:00","go","540"
"2016-02-01 00:00:00","java","17824"
"2016-02-01 00:00:00","javascript","22450"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","php","14872"
"2016-02-01 00:00:00","python","13224"
"2016-02-01 00:00:00","r","3588"
"2016-02-01 00:00:00","ruby","2248"
"2016-02-01 00:00:00","swift","4744"
"2016-03-01 00:00:00","assembly","436"
"2016-03-01 00:00:00","c","3440"
"2016-03-01 00:00:00","c#","13593"
"2016-03-01 00:00:00","c++","7008"
"2016-03-01 00:00:00","delphi","339"
"2016-03-01 00:00:00","go","593"
"2016-03-01 00:00:00","java","19876"
"2016-03-01 00:00:00","javascript","24068"
"2016-03-01 00:00:00","perl","467"
"2016-03-01 00:00:00","php","15080"
"2016-03-01 00:00:00","python","14043"
"2016-03-01 00:00:00","r","4040"
"2016-03-01 00:00:00","ruby","2255"
"2016-03-01 00:00:00","swift","5066"
"2016-04-01 00:00:00","assembly","413"
"2016-04-01 00:00:00","c","3349"
"2016-04-01 00:00:00","c#","13702"
"2016-04-01 00:00:00","c++","6882"
"2016-04-01 00:00:00","delphi","325"
"2016-04-01 00:00:00","go","602"
"2016-04-01 00:00:00","java","19455"
"2016-04-01 00:00:00","javascript","23424"
"2016-04-01 00:00:00","perl","492"
"2016-04-01 00:00:00","php","14418"
"2016-04-01 00:00:00","python","13626"
"2016-04-01 00:00:00","r","4124"
"2016-04-01 00:00:00","ruby","2213"
"2016-04-01 00:00:00","swift","4744"
"2016-05-01 00:00:00","assembly","324"
"2016-05-01 00:00:00","c","2719"
"2016-05-01 00:00:00","c#","13481"
"2016-05-01 00:00:00","c++","6120"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","go","578"
"2016-05-01 00:00:00","java","16996"
"2016-05-01 00:00:00","javascript","22963"
"2016-05-01 00:00:00","perl","485"
"2016-05-01 00:00:00","php","14386"
"2016-05-01 00:00:00","python","13088"
"2016-05-01 00:00:00","r","3795"
"2016-05-01 00:00:00","ruby","2131"
"2016-05-01 00:00:00","swift","4406"
"2016-06-01 00:00:00","assembly","290"
"2016-06-01 00:00:00","c","2297"
"2016-06-01 00:00:00","c#","13040"
"2016-06-01 00:00:00","c++","5704"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","go","548"
"2016-06-01 00:00:00","java","15890"
"2016-06-01 00:00:00","javascript","22118"
"2016-06-01 00:00:00","perl","435"
"2016-06-01 00:00:00","php","13567"
"2016-06-01 00:00:00","python","12891"
"2016-06-01 00:00:00","r","3860"
"2016-06-01 00:00:00","ruby","2106"
"2016-06-01 00:00:00","swift","4787"
"2016-07-01 00:00:00","assembly","202"
"2016-07-01 00:00:00","c","2344"
"2016-07-01 00:00:00","c#","11987"
"2016-07-01 00:00:00","c++","5456"
"2016-07-01 00:00:00","delphi","242"
"2016-07-01 00:00:00","go","536"
"2016-07-01 00:00:00","java","14914"
"2016-07-01 00:00:00","javascript","22180"
"2016-07-01 00:00:00","perl","413"
"2016-07-01 00:00:00","php","12868"
"2016-07-01 00:00:00","python","12801"
"2016-07-01 00:00:00","r","3744"
"2016-07-01 00:00:00","ruby","1899"
"2016-07-01 00:00:00","swift","4926"
"2016-08-01 00:00:00","assembly","256"
"2016-08-01 00:00:00","c","2212"
"2016-08-01 00:00:00","c#","12704"
"2016-08-01 00:00:00","c++","5011"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","go","571"
"2016-08-01 00:00:00","java","15159"
"2016-08-01 00:00:00","javascript","22631"
"2016-08-01 00:00:00","perl","460"
"2016-08-01 00:00:00","php","12842"
"2016-08-01 00:00:00","python","12890"
"2016-08-01 00:00:00","r","3781"
"2016-08-01 00:00:00","ruby","1875"
"2016-08-01 00:00:00","swift","4896"
"2016-09-01 00:00:00","assembly","335"
"2016-09-01 00:00:00","c","2508"
"2016-09-01 00:00:00","c#","11089"
"2016-09-01 00:00:00","c++","5131"
"2016-09-01 00:00:00","delphi","287"
"2016-09-01 00:00:00","go","510"
"2016-09-01 00:00:00","java","14638"
"2016-09-01 00:00:00","javascript","20421"
"2016-09-01 00:00:00","perl","461"
"2016-09-01 00:00:00","php","12089"
"2016-09-01 00:00:00","python","12323"
"2016-09-01 00:00:00","r","3300"
"2016-09-01 00:00:00","ruby","1923"
"2016-09-01 00:00:00","swift","4849"
"2016-10-01 00:00:00","assembly","398"
"2016-10-01 00:00:00","c","3205"
"2016-10-01 00:00:00","c#","11434"
"2016-10-01 00:00:00","c++","5962"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","go","531"
"2016-10-01 00:00:00","java","15301"
"2016-10-01 00:00:00","javascript","20411"
"2016-10-01 00:00:00","perl","401"
"2016-10-01 00:00:00","php","12218"
"2016-10-01 00:00:00","python","13481"
"2016-10-01 00:00:00","r","3785"
"2016-10-01 00:00:00","ruby","1819"
"2016-10-01 00:00:00","swift","4723"
"2016-11-01 00:00:00","assembly","412"
"2016-11-01 00:00:00","c","3258"
"2016-11-01 00:00:00","c#","11636"
"2016-11-01 00:00:00","c++","6064"
"2016-11-01 00:00:00","delphi","274"
"2016-11-01 00:00:00","go","476"
"2016-11-01 00:00:00","java","15630"
